"order_id","order_date","ship_date","ship_mode","customer_id","segment","postal_code","product_id","sales","quantity","discount","profit"
CA-2016-158694,"2016-11-10","2016-11-13",Second Class,AI-10855,Consumer,90036,OFF-BI-10004656,5,3,0,2
CA-2015-150511,"2015-09-18","2015-09-24",Standard Class,AB-10060,Home Office,98198,OFF-PA-10001776,19,2,0,9
CA-2015-141243,"2015-01-03","2015-01-08",Second Class,AH-10465,Consumer,75217,TEC-AC-10003198,398,5,0,85
CA-2016-109722,"2016-12-05","2016-12-07",Second Class,TP-21130,Consumer,40324,OFF-ST-10000060,585,9,0,70
CA-2015-136798,"2015-05-08","2015-05-12",Standard Class,DL-12925,Consumer,55407,OFF-BI-10003684,44,2,0,22
CA-2015-136798,"2015-05-08","2015-05-12",Standard Class,DL-12925,Consumer,55407,FUR-FU-10000723,124,3,0,11
CA-2017-142090,"2017-11-30","2017-12-07",Standard Class,SC-20380,Consumer,27217,FUR-TA-10001889,1782,7,0,-653
CA-2017-160934,"2017-01-15","2017-01-19",Standard Class,TT-21460,Home Office,90008,OFF-AR-10003504,21,5,0,6
CA-2014-124478,"2014-08-08","2014-08-12",Standard Class,MA-17560,Home Office,48183,OFF-AP-10002495,168,3,0,37
CA-2015-145485,"2015-11-05","2015-11-05",Same Day,JM-16195,Consumer,94109,OFF-ST-10000649,63,4,0,16
CA-2017-143217,"2017-11-11","2017-11-17",Standard Class,CG-12040,Home Office,53209,OFF-BI-10002949,18,3,0,9
CA-2016-155138,"2016-09-08","2016-09-12",Standard Class,JM-15580,Consumer,28110,OFF-PA-10000501,65,3,0,23
CA-2015-109001,"2015-03-05","2015-03-09",Standard Class,KN-16390,Corporate,19120,TEC-PH-10000562,466,7,0,-93
CA-2017-132738,"2017-08-04","2017-08-07",First Class,HM-14860,Corporate,80538,OFF-PA-10001752,8,2,0,3
US-2014-140452,"2014-12-06","2014-12-10",Standard Class,BK-11260,Consumer,60610,FUR-TA-10004086,215,5,1,-120
CA-2015-127173,"2015-09-26","2015-10-03",Standard Class,GM-14500,Consumer,11572,TEC-MA-10002859,630,7,0,296
CA-2014-149538,"2014-04-04","2014-04-08",Standard Class,KB-16585,Corporate,70506,OFF-PA-10003797,19,3,0,9
CA-2014-160766,"2014-09-14","2014-09-14",Same Day,DM-13015,Consumer,10009,OFF-EN-10001099,68,7,0,31
CA-2016-128972,"2016-11-13","2016-11-17",Standard Class,TS-21430,Corporate,73120,FUR-FU-10003096,30,4,0,13
CA-2017-161333,"2017-02-02","2017-02-07",Standard Class,JL-15835,Consumer,90045,OFF-AP-10000252,47,4,0,16
CA-2017-128734,"2017-12-24","2017-12-31",Standard Class,JL-15175,Home Office,85224,FUR-FU-10001731,9,4,0,2
US-2015-124219,"2015-08-07","2015-08-08",First Class,KW-16570,Consumer,63122,OFF-BI-10002215,28,4,0,13
CA-2014-121006,"2014-11-10","2014-11-16",Standard Class,SC-20020,Consumer,48640,OFF-AR-10001149,4,2,0,2
CA-2014-121006,"2014-11-10","2014-11-16",Standard Class,SC-20020,Consumer,48640,OFF-PA-10002479,16,3,0,7
CA-2014-121006,"2014-11-10","2014-11-16",Standard Class,SC-20020,Consumer,48640,FUR-CH-10004997,564,3,0,113
CA-2017-163335,"2017-09-24","2017-09-27",First Class,AG-10675,Consumer,31907,OFF-ST-10000885,40,3,0,10
CA-2014-101560,"2014-11-28","2014-12-01",Second Class,CS-12250,Corporate,29203,OFF-AR-10004757,13,4,0,4
CA-2016-103982,"2016-03-03","2016-03-08",Standard Class,AA-10315,Consumer,78664,TEC-PH-10000895,432,3,0,32
CA-2015-102015,"2015-09-12","2015-09-18",Standard Class,TM-21010,Consumer,13021,OFF-EN-10002504,27,1,0,13
CA-2015-156755,"2015-01-12","2015-01-18",Standard Class,YS-21880,Corporate,19711,OFF-ST-10002615,465,3,0,121
CA-2016-145898,"2016-09-26","2016-09-26",Same Day,CM-12445,Consumer,92374,OFF-AR-10002445,35,5,0,13
CA-2017-145653,"2017-09-01","2017-09-01",Same Day,CA-12775,Consumer,48205,FUR-CH-10004875,498,7,0,135
CA-2014-140487,"2014-06-14","2014-06-20",Standard Class,SR-20425,Home Office,48234,FUR-BO-10000711,213,3,0,57
CA-2015-132318,"2015-10-30","2015-11-02",First Class,TT-21220,Consumer,23464,OFF-AP-10000026,183,3,0,53
CA-2016-130078,"2016-08-08","2016-08-14",Standard Class,CC-12145,Consumer,73120,OFF-PA-10003270,11,2,0,5
CA-2014-105165,"2014-09-07","2014-09-10",First Class,SZ-20035,Home Office,77036,OFF-BI-10000050,3,2,1,-5
CA-2017-105991,"2017-05-05","2017-05-06",First Class,LH-17020,Consumer,80027,OFF-EN-10002600,21,9,0,7
CA-2017-144883,"2017-08-15","2017-08-19",Standard Class,BO-11350,Corporate,55113,OFF-LA-10000305,50,8,0,23
CA-2017-108791,"2017-07-27","2017-07-31",Standard Class,TM-21490,Consumer,10701,TEC-PH-10002660,544,8,0,136
CA-2016-113831,"2016-05-30","2016-06-03",Standard Class,AH-10690,Corporate,22153,FUR-TA-10002645,2276,10,0,387
US-2016-168410,"2016-02-21","2016-02-26",Standard Class,BV-11245,Corporate,11572,OFF-ST-10000036,296,3,0,80
US-2016-168410,"2016-02-21","2016-02-26",Standard Class,BV-11245,Corporate,11572,TEC-PH-10002583,40,2,0,2
CA-2014-130813,"2014-01-06","2014-01-08",Second Class,LS-17230,Consumer,90049,OFF-PA-10002005,19,3,0,9
CA-2014-103331,"2014-08-26","2014-09-01",Standard Class,KB-16315,Consumer,19711,OFF-PA-10002659,3,1,0,2
CA-2015-146486,"2015-11-09","2015-11-14",Second Class,DV-13465,Consumer,11572,TEC-AC-10002637,900,5,0,54
CA-2017-108539,"2017-03-21","2017-03-23",Second Class,SC-20725,Consumer,90045,OFF-ST-10003208,726,4,0,210
CA-2017-108539,"2017-03-21","2017-03-23",Second Class,SC-20725,Consumer,90045,OFF-BI-10001031,9,2,0,3
US-2017-103814,"2017-12-09","2017-12-16",Standard Class,LH-16900,Consumer,60068,OFF-PA-10001019,144,9,0,49
CA-2016-163202,"2016-09-27","2016-10-02",Standard Class,BM-11650,Corporate,43130,OFF-BI-10002764,3,3,1,-2
CA-2017-123043,"2017-08-24","2017-08-29",Standard Class,AH-10195,Corporate,10024,OFF-BI-10000138,4,1,0,1
US-2016-143280,"2016-02-22","2016-02-26",Standard Class,TZ-21580,Consumer,90045,OFF-FA-10000992,11,3,0,5
US-2017-125647,"2017-09-23","2017-09-28",Standard Class,LC-16870,Consumer,60653,OFF-PA-10004888,21,4,0,7
US-2017-125647,"2017-09-23","2017-09-28",Standard Class,LC-16870,Consumer,60653,TEC-PH-10004188,40,2,0,-9
CA-2015-110877,"2015-10-23","2015-10-26",First Class,JE-15715,Consumer,77041,TEC-PH-10002103,150,2,0,15
CA-2015-160171,"2015-10-19","2015-10-24",Standard Class,RM-19675,Home Office,90008,OFF-AP-10000275,1641,5,0,459
CA-2016-167115,"2016-04-04","2016-04-09",Standard Class,EH-14185,Consumer,10035,OFF-BI-10004600,589,2,0,184
CA-2016-140613,"2016-07-22","2016-07-29",Standard Class,KN-16705,Home Office,89431,OFF-SU-10004261,86,5,0,25
CA-2017-160962,"2017-04-28","2017-05-02",Standard Class,MC-17605,Corporate,19143,OFF-ST-10001325,8,1,0,1
CA-2014-146591,"2014-01-19","2014-01-20",First Class,TS-21340,Consumer,85254,OFF-BI-10003676,32,10,1,-24
CA-2014-146591,"2014-01-19","2014-01-20",First Class,TS-21340,Consumer,85254,OFF-PA-10000659,56,4,0,20
CA-2016-158547,"2016-05-30","2016-06-04",Standard Class,JM-16195,Consumer,45011,OFF-AP-10003842,124,5,0,9
CA-2017-116946,"2017-12-19","2017-12-23",Standard Class,TS-21505,Consumer,80134,FUR-FU-10000320,13,5,0,4
CA-2017-134495,"2017-04-01","2017-04-04",Second Class,BF-11020,Corporate,32216,OFF-AP-10002222,21,3,0,2
CA-2017-164378,"2017-07-15","2017-07-18",Second Class,MM-18055,Consumer,10024,FUR-CH-10002084,664,6,0,89
CA-2017-164378,"2017-07-15","2017-07-18",Second Class,MM-18055,Consumer,10024,OFF-PA-10004519,9,2,0,4
US-2017-152569,"2017-05-15","2017-05-20",Standard Class,JD-16015,Consumer,60653,TEC-PH-10002185,11,2,0,3
CA-2017-117667,"2017-12-04","2017-12-09",Standard Class,MS-17980,Corporate,19134,OFF-PA-10002709,24,5,0,9
CA-2015-120551,"2015-04-13","2015-04-20",Standard Class,SS-20590,Consumer,68701,OFF-BI-10002071,17,3,0,8
CA-2017-151008,"2017-09-07","2017-09-08",First Class,JM-16195,Consumer,84020,FUR-FU-10002396,25,2,0,11
US-2014-159618,"2014-11-12","2014-11-16",Standard Class,DB-12970,Corporate,77036,OFF-PA-10004100,36,7,0,13
US-2014-159618,"2014-11-12","2014-11-16",Standard Class,DB-12970,Corporate,77036,FUR-BO-10004467,68,1,0,-13
CA-2015-125066,"2015-12-14","2015-12-18",Standard Class,KD-16495,Corporate,39212,FUR-FU-10003829,6,2,0,2
US-2015-114741,"2015-12-06","2015-12-10",Standard Class,IL-15100,Consumer,89031,OFF-PA-10000048,6,1,0,3
CA-2014-151162,"2014-12-05","2014-12-09",Standard Class,EA-14035,Corporate,43229,TEC-PH-10001809,180,2,0,-45
CA-2016-136686,"2016-12-12","2016-12-16",Standard Class,RF-19840,Consumer,91104,FUR-FU-10004864,384,6,0,123
CA-2014-116673,"2014-12-15","2014-12-19",Second Class,JO-15280,Consumer,92037,FUR-FU-10003829,6,2,0,2
CA-2016-115224,"2016-12-08","2016-12-11",Second Class,DB-13615,Consumer,94110,OFF-ST-10003816,352,2,0,81
CA-2014-108903,"2014-10-03","2014-10-03",Same Day,DO-13435,Consumer,43229,TEC-AC-10003023,142,3,0,-4
CA-2017-121027,"2017-08-18","2017-08-22",Standard Class,HW-14935,Corporate,98105,TEC-AC-10002253,1496,9,0,224
US-2016-124163,"2016-09-25","2016-09-30",Standard Class,SC-20695,Corporate,54601,FUR-CH-10004218,202,2,0,50
CA-2017-123022,"2017-09-03","2017-09-08",Standard Class,SC-20050,Home Office,91941,OFF-BI-10002225,83,5,0,29
CA-2017-142342,"2017-07-17","2017-07-19",Second Class,AJ-10795,Corporate,92307,OFF-EN-10002592,58,5,0,29
CA-2016-145261,"2016-12-18","2016-12-21",First Class,AH-10120,Home Office,97301,TEC-PH-10004833,29,3,0,-7
CA-2016-141957,"2016-07-21","2016-07-21",Same Day,JG-15310,Corporate,43055,OFF-ST-10004340,99,2,0,9
CA-2014-131541,"2014-07-28","2014-07-28",Same Day,CK-12205,Consumer,32712,OFF-EN-10000781,49,7,0,17
CA-2017-126123,"2017-10-14","2017-10-18",Standard Class,AG-10765,Home Office,60623,OFF-BI-10004224,13,1,1,-24
CA-2015-138674,"2015-11-14","2015-11-17",First Class,KB-16585,Corporate,97477,TEC-AC-10000358,91,3,0,5
US-2017-147886,"2017-03-28","2017-03-31",First Class,DH-13075,Corporate,94533,OFF-PA-10000232,13,2,0,6
US-2017-147886,"2017-03-28","2017-03-31",First Class,DH-13075,Corporate,94533,OFF-PA-10003651,27,4,0,13
US-2017-147886,"2017-03-28","2017-03-31",First Class,DH-13075,Corporate,94533,OFF-ST-10002743,795,7,0,8
CA-2014-145800,"2014-05-30","2014-06-05",Standard Class,SS-20410,Consumer,60089,FUR-TA-10001539,355,3,1,-185
US-2016-111528,"2016-12-30","2016-12-30",Same Day,JP-16135,Home Office,90032,OFF-ST-10001526,481,4,0,125
CA-2017-115070,"2017-04-10","2017-04-14",Second Class,MG-18205,Corporate,32216,OFF-BI-10003712,4,3,1,-3
CA-2017-140186,"2017-09-29","2017-10-02",First Class,PG-18820,Consumer,93309,OFF-FA-10002280,35,7,0,17
CA-2014-166716,"2014-08-20","2014-08-25",Second Class,CR-12730,Consumer,60610,FUR-CH-10004495,421,2,0,-6
CA-2014-123225,"2014-07-11","2014-07-14",First Class,MN-17935,Consumer,79907,TEC-PH-10000895,576,4,0,43
CA-2014-123225,"2014-07-11","2014-07-14",First Class,MN-17935,Consumer,79907,OFF-PA-10000552,10,2,0,4
CA-2016-149783,"2016-09-04","2016-09-07",Second Class,DL-13315,Consumer,37918,OFF-AP-10001205,87,2,0,9
CA-2016-149783,"2016-09-04","2016-09-07",Second Class,DL-13315,Consumer,37918,OFF-AR-10002987,32,2,0,8
CA-2015-101868,"2015-06-09","2015-06-16",Standard Class,MJ-17740,Consumer,33178,OFF-BI-10002133,39,3,1,-27
CA-2015-134992,"2015-09-22","2015-09-26",Second Class,MG-17875,Home Office,22204,FUR-FU-10002554,48,2,0,11
CA-2015-126725,"2015-11-17","2015-11-21",Standard Class,BS-11665,Consumer,92105,OFF-ST-10001418,305,5,0,6
CA-2015-121783,"2015-11-10","2015-11-14",Standard Class,PO-19180,Home Office,55113,OFF-AP-10003849,716,2,0,179
CA-2015-112214,"2015-08-05","2015-08-11",Standard Class,AH-10690,Corporate,75220,OFF-ST-10001505,33,7,0,-1
CA-2016-152247,"2016-11-07","2016-11-12",Standard Class,MA-17995,Home Office,82001,FUR-CH-10001215,1603,4,0,100
CA-2016-154235,"2016-09-24","2016-09-28",Standard Class,RD-19900,Consumer,47401,FUR-FU-10004006,128,3,0,22
CA-2017-133095,"2017-06-04","2017-06-04",Same Day,EH-14005,Home Office,72401,OFF-BI-10004141,10,3,0,4
CA-2014-152443,"2014-05-21","2014-05-26",Standard Class,FG-14260,Home Office,1841,OFF-PA-10003022,18,3,0,9
CA-2014-152443,"2014-05-21","2014-05-26",Standard Class,FG-14260,Home Office,1841,OFF-AP-10001293,246,6,0,69
CA-2014-168305,"2014-11-01","2014-11-08",Standard Class,PL-18925,Home Office,90049,OFF-PA-10004947,21,5,0,10
US-2015-126977,"2015-09-17","2015-09-23",Standard Class,PF-19120,Consumer,10035,OFF-ST-10003058,95,4,0,27
US-2015-126977,"2015-09-17","2015-09-23",Standard Class,PF-19120,Consumer,10035,OFF-PA-10004071,111,2,0,53
CA-2014-114314,"2014-10-11","2014-10-15",Standard Class,DB-13555,Corporate,72701,FUR-FU-10002107,9,4,0,4
US-2017-169551,"2017-07-07","2017-07-09",First Class,RL-19615,Consumer,19120,TEC-PH-10001363,684,2,0,-114
CA-2014-104178,"2014-08-25","2014-08-29",Standard Class,JM-15265,Corporate,90036,OFF-PA-10004983,26,4,0,12
CA-2014-104178,"2014-08-25","2014-08-29",Standard Class,JM-15265,Corporate,90036,OFF-ST-10004258,49,4,0,13
CA-2017-161046,"2017-03-05","2017-03-05",Same Day,CB-12535,Corporate,38671,TEC-AC-10004571,300,3,0,126
CA-2014-117765,"2014-09-07","2014-09-13",Standard Class,RB-19465,Home Office,74133,OFF-BI-10000474,32,2,0,15
CA-2014-117765,"2014-09-07","2014-09-13",Standard Class,RB-19465,Home Office,74133,FUR-CH-10004698,162,2,0,45
CA-2016-163776,"2016-07-19","2016-07-25",Standard Class,JS-16030,Consumer,39401,OFF-PA-10001033,246,6,0,121
CA-2016-163776,"2016-07-19","2016-07-25",Standard Class,JS-16030,Consumer,39401,FUR-BO-10003546,505,5,0,126
CA-2015-135580,"2015-12-30","2016-01-03",Standard Class,CL-12565,Consumer,90049,OFF-PA-10000595,69,3,0,32
CA-2016-159016,"2016-03-10","2016-03-11",First Class,KF-16285,Home Office,90008,TEC-PH-10002885,4159,8,0,364
CA-2015-153878,"2015-04-25","2015-04-30",Standard Class,TS-21655,Consumer,53209,OFF-AR-10000658,58,5,0,16
CA-2015-119942,"2015-04-05","2015-04-07",First Class,TT-21070,Consumer,19120,OFF-LA-10001569,24,6,0,8
CA-2015-151547,"2015-01-17","2015-01-23",Standard Class,AH-10465,Consumer,38134,OFF-SU-10000898,89,8,0,10
CA-2017-166695,"2017-05-20","2017-05-24",Standard Class,CC-12430,Home Office,90712,FUR-FU-10002191,7,1,0,3
CA-2015-120901,"2015-12-31","2016-01-04",Standard Class,BG-11035,Consumer,78745,OFF-SU-10001225,6,2,0,-1
US-2017-162068,"2017-12-28","2017-12-31",Second Class,PC-18745,Corporate,80538,OFF-BI-10002813,1,2,1,-1
CA-2017-100111,"2017-09-20","2017-09-26",Standard Class,SV-20365,Consumer,10035,TEC-AC-10001465,73,2,0,22
CA-2017-100111,"2017-09-20","2017-09-26",Standard Class,SV-20365,Consumer,10035,FUR-CH-10003061,81,1,0,8
CA-2017-100111,"2017-09-20","2017-09-26",Standard Class,SV-20365,Consumer,10035,FUR-CH-10001215,2254,5,0,376
CA-2017-100111,"2017-09-20","2017-09-26",Standard Class,SV-20365,Consumer,10035,TEC-AC-10001998,60,3,0,20
CA-2017-143378,"2017-09-19","2017-09-25",Standard Class,JR-16210,Corporate,97477,OFF-AR-10001915,24,3,0,7
CA-2017-152660,"2017-12-04","2017-12-09",Standard Class,CB-12415,Consumer,60610,OFF-ST-10000532,62,2,0,5
CA-2017-145772,"2017-06-03","2017-06-07",Standard Class,SS-20140,Corporate,90036,OFF-BI-10002049,4,1,0,1
CA-2016-124100,"2016-03-31","2016-04-06",Standard Class,EH-13990,Consumer,10009,FUR-CH-10003817,328,6,0,55
CA-2017-162033,"2017-03-26","2017-04-02",Standard Class,EM-14200,Home Office,23464,OFF-FA-10003021,4,2,0,1
CA-2014-163447,"2014-12-27","2014-12-31",Standard Class,TB-21190,Home Office,10011,FUR-CH-10004477,767,14,0,162
CA-2017-101322,"2017-12-28","2017-12-31",First Class,JG-15310,Corporate,90805,FUR-CH-10003968,341,6,0,-34
CA-2014-111871,"2014-03-18","2014-03-21",Second Class,EK-13795,Home Office,94110,FUR-BO-10004218,1198,10,0,70
CA-2017-151484,"2017-04-20","2017-04-23",First Class,CV-12805,Corporate,19120,OFF-ST-10000142,333,1,0,33
CA-2014-103989,"2014-03-19","2014-03-21",First Class,MC-17605,Corporate,33801,FUR-FU-10003981,5,3,0,1
CA-2015-158421,"2015-09-21","2015-09-26",Standard Class,GB-14575,Consumer,29203,OFF-PA-10001801,24,4,0,12
CA-2015-158421,"2015-09-21","2015-09-26",Standard Class,GB-14575,Consumer,29203,TEC-PH-10000369,630,5,0,176
CA-2017-104927,"2017-12-22","2017-12-26",Standard Class,AG-10330,Consumer,77095,OFF-PA-10000019,26,5,0,9
CA-2016-118332,"2016-12-16","2016-12-23",Standard Class,PK-19075,Consumer,92307,FUR-CH-10001708,564,5,0,7
CA-2017-119809,"2017-08-18","2017-08-25",Standard Class,YS-21880,Corporate,98103,FUR-FU-10001475,66,3,0,22
CA-2015-133445,"2015-10-05","2015-10-09",Standard Class,JF-15490,Consumer,97206,FUR-BO-10003660,66,1,1,-104
CA-2016-148208,"2016-01-22","2016-01-27",Standard Class,BT-11530,Home Office,44105,TEC-AC-10000171,55,3,0,16
CA-2015-112305,"2015-11-20","2015-11-25",Standard Class,KB-16405,Home Office,98105,OFF-AR-10002067,119,6,0,31
CA-2017-121580,"2017-05-29","2017-06-04",Standard Class,ML-17410,Consumer,47201,OFF-BI-10000632,43,1,0,20
CA-2017-121580,"2017-05-29","2017-06-04",Standard Class,ML-17410,Consumer,47201,FUR-FU-10003981,6,3,0,3
CA-2017-121580,"2017-05-29","2017-06-04",Standard Class,ML-17410,Consumer,47201,OFF-PA-10004082,8,1,0,4
CA-2015-115392,"2015-10-01","2015-10-04",Second Class,RM-19675,Home Office,2138,TEC-PH-10002496,312,2,0,94
US-2016-139087,"2016-07-17","2016-07-22",Second Class,DK-13375,Consumer,98105,TEC-PH-10000148,21,2,0,-5
US-2015-139675,"2015-03-13","2015-03-18",Second Class,NF-18595,Home Office,95928,FUR-CH-10004063,915,4,0,103
CA-2014-141313,"2014-12-28","2015-01-01",Standard Class,AJ-10780,Corporate,1915,OFF-PA-10003302,142,4,0,67
CA-2016-163328,"2016-11-04","2016-11-06",Second Class,TP-21565,Corporate,97405,OFF-PA-10004353,48,3,0,17
CA-2014-100762,"2014-11-24","2014-11-29",Standard Class,NG-18355,Corporate,49201,OFF-PA-10004082,16,2,0,8
CA-2017-161459,"2017-11-25","2017-11-29",Second Class,EB-13750,Corporate,92677,TEC-PH-10004071,40,5,0,3
CA-2015-104486,"2015-05-01","2015-05-06",Standard Class,PO-18850,Consumer,94109,OFF-ST-10000876,37,3,0,10
CA-2017-150623,"2017-04-10","2017-04-14",Standard Class,DB-13360,Home Office,6708,OFF-ST-10003692,286,5,0,72
US-2014-163797,"2014-04-08","2014-04-13",Standard Class,PC-19000,Home Office,85224,OFF-FA-10001883,50,8,0,-12
US-2017-104661,"2017-01-15","2017-01-18",First Class,TB-21250,Consumer,78745,OFF-BI-10001597,33,4,1,-52
CA-2016-129126,"2016-12-14","2016-12-19",Standard Class,PK-19075,Consumer,10011,OFF-BI-10000279,23,2,0,8
CA-2015-149650,"2015-10-24","2015-10-27",First Class,RD-19660,Home Office,94601,FUR-CH-10003956,454,8,0,-74
CA-2016-143714,"2016-05-23","2016-05-27",Standard Class,CC-12370,Consumer,19120,OFF-BI-10004308,6,1,1,-4
CA-2016-143714,"2016-05-23","2016-05-27",Standard Class,CC-12370,Consumer,19120,OFF-PA-10000029,10,2,0,4
CA-2014-165764,"2014-11-03","2014-11-07",Standard Class,SH-20395,Consumer,28540,OFF-ST-10001558,26,2,0,-2
CA-2015-121405,"2015-03-30","2015-04-04",Standard Class,FC-14335,Corporate,60610,OFF-PA-10001838,24,5,0,9
US-2017-116897,"2017-05-27","2017-05-29",First Class,JG-15160,Consumer,83201,OFF-ST-10000025,477,5,0,29
US-2017-119816,"2017-03-04","2017-03-06",Second Class,TT-21460,Home Office,77095,OFF-LA-10002381,2,1,0,1
CA-2014-110065,"2014-08-05","2014-08-11",Standard Class,SP-20650,Corporate,10009,OFF-AR-10004165,16,7,0,7
CA-2016-163804,"2016-12-02","2016-12-08",Standard Class,DB-13270,Home Office,2908,TEC-PH-10000441,630,5,0,176
CA-2017-113908,"2017-06-03","2017-06-09",Standard Class,KN-16390,Corporate,10011,TEC-MA-10003173,79,6,0,36
CA-2016-113845,"2016-11-20","2016-11-25",Standard Class,FA-14230,Corporate,32839,FUR-BO-10004695,290,2,0,11
CA-2016-113845,"2016-11-20","2016-11-25",Standard Class,FA-14230,Corporate,32839,OFF-ST-10003327,40,5,0,4
CA-2017-102197,"2017-12-20","2017-12-26",Standard Class,DK-13150,Corporate,10009,OFF-PA-10001970,280,5,0,137
US-2017-116652,"2017-09-15","2017-09-19",Standard Class,RD-19480,Consumer,94122,FUR-CH-10002961,218,3,0,0
CA-2017-138289,"2017-01-16","2017-01-18",Second Class,AR-10540,Consumer,49201,OFF-BI-10004995,5444,4,0,2504
CA-2017-138289,"2017-01-16","2017-01-18",Second Class,AR-10540,Consumer,49201,OFF-PA-10001260,56,7,0,25
CA-2016-129308,"2016-07-07","2016-07-13",Standard Class,CC-12100,Home Office,19120,OFF-BI-10001308,9,5,1,-8
CA-2014-137092,"2014-10-20","2014-10-22",Second Class,LS-16975,Home Office,60653,OFF-ST-10003805,505,3,0,32
CA-2016-160941,"2016-07-21","2016-07-26",Standard Class,DK-12835,Corporate,95661,OFF-LA-10003766,3,1,0,2
CA-2014-169257,"2014-06-06","2014-06-12",Standard Class,SV-20785,Consumer,32216,OFF-BI-10002557,1,1,1,-1
CA-2014-154095,"2014-12-02","2014-12-07",Standard Class,ON-18715,Corporate,20735,OFF-LA-10000634,16,6,0,7
CA-2017-146346,"2017-06-17","2017-06-20",First Class,RA-19945,Consumer,80022,OFF-ST-10001418,146,3,0,-33
US-2015-118906,"2015-03-10","2015-03-10",Same Day,KB-16585,Corporate,20735,OFF-ST-10002406,90,6,0,25
CA-2017-144498,"2017-05-06","2017-05-06",Same Day,MB-18085,Consumer,28205,OFF-BI-10003982,69,11,1,-53
US-2015-156496,"2015-08-10","2015-08-16",Standard Class,WB-21850,Consumer,97756,OFF-AP-10001469,133,4,0,15
US-2016-127334,"2016-12-15","2016-12-21",Standard Class,MP-18175,Home Office,97477,OFF-AP-10001205,87,2,0,9
US-2017-124779,"2017-09-08","2017-09-11",First Class,BF-11020,Corporate,76017,TEC-CO-10001943,320,2,0,108
CA-2017-135937,"2017-02-20","2017-02-27",Standard Class,KM-16375,Home Office,85234,FUR-TA-10001039,387,9,1,-186
CA-2017-122175,"2017-05-12","2017-05-14",Second Class,CA-12775,Consumer,8360,OFF-LA-10002271,6,2,0,3
CA-2017-161088,"2017-05-25","2017-05-29",Standard Class,MH-18115,Home Office,31907,OFF-BI-10002824,30,2,0,13
CA-2014-154837,"2014-08-23","2014-08-27",Second Class,RB-19645,Corporate,90032,OFF-BI-10001575,50,2,0,17
CA-2015-109337,"2015-11-21","2015-11-23",Second Class,DL-13330,Consumer,46226,OFF-AP-10004052,20,5,0,5
CA-2014-150329,"2014-10-10","2014-10-14",Standard Class,SD-20485,Home Office,85023,FUR-FU-10003724,47,7,0,4
US-2016-155103,"2016-12-02","2016-12-07",Standard Class,JF-15190,Consumer,10024,OFF-BI-10004318,415,3,0,135
CA-2015-153535,"2015-05-20","2015-05-24",Standard Class,SG-20470,Consumer,27893,FUR-FU-10001986,163,4,0,20
CA-2015-139164,"2015-06-23","2015-06-28",Standard Class,CS-12355,Consumer,90805,OFF-FA-10003059,5,3,0,2
CA-2017-102974,"2017-09-19","2017-09-24",Standard Class,DP-13105,Corporate,90032,OFF-AR-10000914,23,2,0,6
CA-2016-165827,"2016-11-04","2016-11-09",Standard Class,MF-17665,Corporate,33180,FUR-FU-10001889,50,6,0,8
CA-2017-100230,"2017-12-11","2017-12-15",Standard Class,AA-10375,Consumer,10035,OFF-BI-10002498,15,1,0,5
CA-2017-100230,"2017-12-11","2017-12-15",Standard Class,AA-10375,Consumer,10035,OFF-PA-10002245,18,3,0,8
CA-2016-154767,"2016-06-28","2016-06-30",Second Class,BP-11155,Consumer,7501,OFF-BI-10002003,8,2,0,4
CA-2016-144764,"2016-09-02","2016-09-08",Standard Class,RL-19615,Consumer,60623,OFF-LA-10000240,29,5,0,10
CA-2017-100615,"2017-04-20","2017-04-24",Standard Class,SJ-20215,Consumer,60653,OFF-AR-10001683,16,2,0,4
CA-2017-100615,"2017-04-20","2017-04-24",Standard Class,SJ-20215,Consumer,60653,FUR-FU-10002456,15,5,1,-6
CA-2017-139787,"2017-09-19","2017-09-23",Standard Class,JP-16135,Home Office,31907,OFF-AR-10002445,35,5,0,13
CA-2017-139402,"2017-12-09","2017-12-13",Standard Class,NC-18535,Corporate,85023,OFF-BI-10000279,13,3,1,-10
CA-2016-119018,"2016-11-04","2016-11-08",Standard Class,CW-11905,Home Office,90004,OFF-BI-10003314,8,2,0,3
US-2016-147711,"2016-09-03","2016-09-08",Second Class,HF-14995,Consumer,21215,OFF-LA-10004093,58,8,0,27
CA-2016-162348,"2016-11-10","2016-11-15",Standard Class,BF-11170,Home Office,95823,FUR-FU-10003731,10,1,0,3
CA-2015-168809,"2015-08-25","2015-08-25",Same Day,MC-18100,Consumer,77041,FUR-FU-10001473,20,2,1,-17
CA-2015-168809,"2015-08-25","2015-08-25",Same Day,MC-18100,Consumer,77041,OFF-BI-10000315,4,1,1,-6
CA-2016-109827,"2016-12-25","2017-01-01",Standard Class,LW-16825,Corporate,85023,FUR-TA-10002607,35,1,1,-24
CA-2014-144414,"2014-06-17","2014-06-21",Standard Class,GH-14425,Consumer,98105,OFF-FA-10000624,18,5,0,9
CA-2016-118689,"2016-10-02","2016-10-09",Standard Class,TC-20980,Corporate,47905,OFF-ST-10001558,32,2,0,5
CA-2016-118689,"2016-10-02","2016-10-09",Standard Class,TC-20980,Corporate,47905,OFF-BI-10003712,34,7,0,17
CA-2016-153101,"2016-09-08","2016-09-08",Same Day,PJ-19015,Consumer,92704,FUR-TA-10003008,146,1,0,-13
